交易日期,证券代码,利率,期限
20190426,SHIBOR1M.IR,2.859,1M
20190426,SHIBOR1W.IR,2.735,1W
20190426,SHIBOR1Y.IR,3.129,1Y
20190426,SHIBOR2W.IR,3.012,2W
20190426,SHIBOR3M.IR,2.896,3M
20190426,SHIBOR6M.IR,2.932,6M
20190426,SHIBOR9M.IR,3.016,9M
20190426,SHIBORON.IR,2.496,O/N
20190428,SHIBOR1M.IR,2.857,1M
20190428,SHIBOR1W.IR,2.705,1W
20190428,SHIBOR1Y.IR,3.142,1Y
20190428,SHIBOR2W.IR,2.921,2W
20190428,SHIBOR3M.IR,2.909,3M
20190428,SHIBOR6M.IR,2.946,6M
20190428,SHIBOR9M.IR,3.03,9M
20190428,SHIBORON.IR,2.07,O/N
20190429,SHIBOR1M.IR,2.857,1M
20190429,SHIBOR1W.IR,2.691,1W
20190429,SHIBOR1Y.IR,3.147,1Y
20190429,SHIBOR2W.IR,2.895,2W
20190429,SHIBOR3M.IR,2.923,3M
20190429,SHIBOR6M.IR,2.955,6M
20190429,SHIBOR9M.IR,3.04,9M
20190429,SHIBORON.IR,1.7,O/N
20190430,SHIBOR1M.IR,2.856,1M
20190430,SHIBOR1W.IR,2.683,1W
20190430,SHIBOR1Y.IR,3.159,1Y
20190430,SHIBOR2W.IR,2.86,2W
20190430,SHIBOR3M.IR,2.93,3M
20190430,SHIBOR6M.IR,2.963,6M
20190430,SHIBOR9M.IR,3.044,9M
20190430,SHIBORON.IR,2.086,O/N
20190505,SHIBOR1M.IR,2.833,1M
20190505,SHIBOR1W.IR,2.529,1W
20190505,SHIBOR1Y.IR,3.159,1Y
20190505,SHIBOR2W.IR,2.596,2W
20190505,SHIBOR3M.IR,2.935,3M
20190505,SHIBOR6M.IR,2.962,6M
20190505,SHIBOR9M.IR,3.051,9M
20190505,SHIBORON.IR,1.79,O/N
20190506,SHIBOR1M.IR,2.811,1M
20190506,SHIBOR1W.IR,2.5285,1W
20190506,SHIBOR1Y.IR,3.156,1Y
20190506,SHIBOR2W.IR,2.537,2W
20190506,SHIBOR3M.IR,2.934,3M
20190506,SHIBOR6M.IR,2.956,6M
20190506,SHIBOR9M.IR,3.051,9M
20190506,SHIBORON.IR,1.642,O/N
20190507,SHIBOR1M.IR,2.773,1M
20190507,SHIBOR1W.IR,2.349,1W
20190507,SHIBOR1Y.IR,3.154,1Y
20190507,SHIBOR2W.IR,2.402,2W
20190507,SHIBOR3M.IR,2.922,3M
20190507,SHIBOR6M.IR,2.951,6M
20190507,SHIBOR9M.IR,3.05,9M
20190507,SHIBORON.IR,1.391,O/N
20190508,SHIBOR1M.IR,2.741,1M
20190508,SHIBOR1W.IR,2.286,1W
20190508,SHIBOR1Y.IR,3.151,1Y
20190508,SHIBOR2W.IR,2.372,2W
20190508,SHIBOR3M.IR,2.91,3M
20190508,SHIBOR6M.IR,2.947,6M
20190508,SHIBOR9M.IR,3.05,9M
20190508,SHIBORON.IR,1.141,O/N
20190509,SHIBOR1M.IR,2.728,1M
20190509,SHIBOR1W.IR,2.573,1W
20190509,SHIBOR1Y.IR,3.151,1Y
20190509,SHIBOR2W.IR,2.387,2W
20190509,SHIBOR3M.IR,2.903,3M
20190509,SHIBOR6M.IR,2.946,6M
20190509,SHIBOR9M.IR,3.05,9M
20190509,SHIBORON.IR,1.513,O/N
20190510,SHIBOR1M.IR,2.72,1M
20190510,SHIBOR1W.IR,2.568,1W
20190510,SHIBOR1Y.IR,3.151,1Y
20190510,SHIBOR2W.IR,2.408,2W
20190510,SHIBOR3M.IR,2.895,3M
20190510,SHIBOR6M.IR,2.948,6M
20190510,SHIBOR9M.IR,3.05,9M
20190510,SHIBORON.IR,1.826,O/N
20190513,SHIBOR1M.IR,2.715,1M
20190513,SHIBOR1W.IR,2.579,1W
20190513,SHIBOR1Y.IR,3.152,1Y
20190513,SHIBOR2W.IR,2.405,2W
20190513,SHIBOR3M.IR,2.889,3M
20190513,SHIBOR6M.IR,2.948,6M
20190513,SHIBOR9M.IR,3.05,9M
20190513,SHIBORON.IR,2.156,O/N
20190514,SHIBOR1M.IR,2.717,1M
20190514,SHIBOR1W.IR,2.65,1W
20190514,SHIBOR1Y.IR,3.153,1Y
20190514,SHIBOR2W.IR,2.449,2W
20190514,SHIBOR3M.IR,2.891,3M
20190514,SHIBOR6M.IR,2.948,6M
20190514,SHIBOR9M.IR,3.05,9M
20190514,SHIBORON.IR,2.4123,O/N
20190515,SHIBOR1M.IR,2.713,1M
20190515,SHIBOR1W.IR,2.641,1W
20190515,SHIBOR1Y.IR,3.153,1Y
20190515,SHIBOR2W.IR,2.462,2W
20190515,SHIBOR3M.IR,2.893,3M
20190515,SHIBOR6M.IR,2.948,6M
20190515,SHIBOR9M.IR,3.052,9M
20190515,SHIBORON.IR,2.5334,O/N
20190516,SHIBOR1M.IR,2.708,1M
20190516,SHIBOR1W.IR,2.607,1W
20190516,SHIBOR1Y.IR,3.157,1Y
20190516,SHIBOR2W.IR,2.44,2W
20190516,SHIBOR3M.IR,2.896,3M
20190516,SHIBOR6M.IR,2.947,6M
20190516,SHIBOR9M.IR,3.051,9M
20190516,SHIBORON.IR,2.281,O/N
20190517,SHIBOR1M.IR,2.705,1M
20190517,SHIBOR1W.IR,2.589,1W
20190517,SHIBOR1Y.IR,3.162,1Y
20190517,SHIBOR2W.IR,2.494,2W
20190517,SHIBOR3M.IR,2.9,3M
20190517,SHIBOR6M.IR,2.95,6M
20190517,SHIBOR9M.IR,3.05,9M
20190517,SHIBORON.IR,2.134,O/N
20190520,SHIBOR1M.IR,2.717,1M
20190520,SHIBOR1W.IR,2.678,1W
20190520,SHIBOR1Y.IR,3.167,1Y
20190520,SHIBOR2W.IR,2.689,2W
20190520,SHIBOR3M.IR,2.9,3M
20190520,SHIBOR6M.IR,2.95,6M
20190520,SHIBOR9M.IR,3.051,9M
20190520,SHIBORON.IR,2.5845,O/N
20190521,SHIBOR1M.IR,2.756,1M
20190521,SHIBOR1W.IR,2.699,1W
20190521,SHIBOR1Y.IR,3.177,1Y
20190521,SHIBOR2W.IR,2.784,2W
20190521,SHIBOR3M.IR,2.9,3M
20190521,SHIBOR6M.IR,2.95,6M
20190521,SHIBOR9M.IR,3.056,9M
20190521,SHIBORON.IR,2.75,O/N
20190522,SHIBOR1M.IR,2.77,1M
20190522,SHIBOR1W.IR,2.69,1W
20190522,SHIBOR1Y.IR,3.185,1Y
20190522,SHIBOR2W.IR,2.809,2W
20190522,SHIBOR3M.IR,2.903,3M
20190522,SHIBOR6M.IR,2.95,6M
20190522,SHIBOR9M.IR,3.06,9M
20190522,SHIBORON.IR,2.623,O/N
20190523,SHIBOR1M.IR,2.784,1M
20190523,SHIBOR1W.IR,2.648,1W
20190523,SHIBOR1Y.IR,3.19,1Y
20190523,SHIBOR2W.IR,2.757,2W
20190523,SHIBOR3M.IR,2.901,3M
20190523,SHIBOR6M.IR,2.951,6M
20190523,SHIBOR9M.IR,3.063,9M
20190523,SHIBORON.IR,2.584,O/N
20190524,SHIBOR1M.IR,2.779,1M
20190524,SHIBOR1W.IR,2.592,1W
20190524,SHIBOR1Y.IR,3.198,1Y
20190524,SHIBOR2W.IR,2.757,2W
20190524,SHIBOR3M.IR,2.902,3M
20190524,SHIBOR6M.IR,2.953,6M
20190524,SHIBOR9M.IR,3.076,9M
20190524,SHIBORON.IR,2.342,O/N
20190527,SHIBOR1M.IR,2.792,1M
20190527,SHIBOR1W.IR,2.711,1W
20190527,SHIBOR1Y.IR,3.202,1Y
20190527,SHIBOR2W.IR,2.803,2W
20190527,SHIBOR3M.IR,2.904,3M
20190527,SHIBOR6M.IR,2.956,6M
20190527,SHIBOR9M.IR,3.093,9M
20190527,SHIBORON.IR,2.666,O/N
20190528,SHIBOR1M.IR,2.816,1M
20190528,SHIBOR1W.IR,2.823,1W
20190528,SHIBOR1Y.IR,3.205,1Y
20190528,SHIBOR2W.IR,2.955,2W
20190528,SHIBOR3M.IR,2.915,3M
20190528,SHIBOR6M.IR,2.965,6M
20190528,SHIBOR9M.IR,3.105,9M
20190528,SHIBORON.IR,2.76,O/N
20190529,SHIBOR1M.IR,2.818,1M
20190529,SHIBOR1W.IR,2.785,1W
20190529,SHIBOR1Y.IR,3.206,1Y
20190529,SHIBOR2W.IR,2.981,2W
20190529,SHIBOR3M.IR,2.917,3M
20190529,SHIBOR6M.IR,2.966,6M
20190529,SHIBOR9M.IR,3.108,9M
20190529,SHIBORON.IR,2.491,O/N
20190530,SHIBOR1M.IR,2.813,1M
20190530,SHIBOR1W.IR,2.665,1W
20190530,SHIBOR1Y.IR,3.205,1Y
20190530,SHIBOR2W.IR,2.9,2W
20190530,SHIBOR3M.IR,2.916,3M
20190530,SHIBOR6M.IR,2.964,6M
20190530,SHIBOR9M.IR,3.11,9M
20190530,SHIBORON.IR,2.067,O/N
20190531,SHIBOR1M.IR,2.816,1M
20190531,SHIBOR1W.IR,2.65,1W
20190531,SHIBOR1Y.IR,3.206,1Y
20190531,SHIBOR2W.IR,2.801,2W
20190531,SHIBOR3M.IR,2.912,3M
20190531,SHIBOR6M.IR,2.963,6M
20190531,SHIBOR9M.IR,3.11,9M
20190531,SHIBORON.IR,2.194,O/N
20190603,SHIBOR1M.IR,2.809,1M
20190603,SHIBOR1W.IR,2.553,1W
20190603,SHIBOR1Y.IR,3.208,1Y
20190603,SHIBOR2W.IR,2.571,2W
20190603,SHIBOR3M.IR,2.904,3M
20190603,SHIBOR6M.IR,2.957,6M
20190603,SHIBOR9M.IR,3.107,9M
20190603,SHIBORON.IR,2.003,O/N
20190604,SHIBOR1M.IR,2.821,1M
20190604,SHIBOR1W.IR,2.399,1W
20190604,SHIBOR1Y.IR,3.208,1Y
20190604,SHIBOR2W.IR,2.414,2W
20190604,SHIBOR3M.IR,2.902,3M
20190604,SHIBOR6M.IR,2.953,6M
20190604,SHIBOR9M.IR,3.108,9M
20190604,SHIBORON.IR,1.738,O/N
20190605,SHIBOR1M.IR,2.832,1M
20190605,SHIBOR1W.IR,2.472,1W
20190605,SHIBOR1Y.IR,3.209,1Y
20190605,SHIBOR2W.IR,2.383,2W
20190605,SHIBOR3M.IR,2.916,3M
20190605,SHIBOR6M.IR,2.952,6M
20190605,SHIBOR9M.IR,3.11,9M
20190605,SHIBORON.IR,1.593,O/N
20190606,SHIBOR1M.IR,2.841,1M
20190606,SHIBOR1W.IR,2.572,1W
20190606,SHIBOR1Y.IR,3.212,1Y
20190606,SHIBOR2W.IR,2.378,2W
20190606,SHIBOR3M.IR,2.924,3M
20190606,SHIBOR6M.IR,2.953,6M
20190606,SHIBOR9M.IR,3.111,9M
20190606,SHIBORON.IR,1.521,O/N
20190610,SHIBOR1M.IR,2.853,1M
20190610,SHIBOR1W.IR,2.604,1W
20190610,SHIBOR1Y.IR,3.215,1Y
20190610,SHIBOR2W.IR,2.404,2W
20190610,SHIBOR3M.IR,2.932,3M
20190610,SHIBOR6M.IR,2.958,6M
20190610,SHIBOR9M.IR,3.116,9M
20190610,SHIBORON.IR,1.848,O/N
20190611,SHIBOR1M.IR,2.859,1M
20190611,SHIBOR1W.IR,2.589,1W
20190611,SHIBOR1Y.IR,3.213,1Y
20190611,SHIBOR2W.IR,2.428,2W
20190611,SHIBOR3M.IR,2.94,3M
20190611,SHIBOR6M.IR,2.973,6M
20190611,SHIBOR9M.IR,3.115,9M
20190611,SHIBORON.IR,2.053,O/N
20190612,SHIBOR1M.IR,2.865,1M
20190612,SHIBOR1W.IR,2.564,1W
20190612,SHIBOR1Y.IR,3.217,1Y
20190612,SHIBOR2W.IR,2.439,2W
20190612,SHIBOR3M.IR,2.943,3M
20190612,SHIBOR6M.IR,2.976,6M
20190612,SHIBOR9M.IR,3.116,9M
20190612,SHIBORON.IR,1.939,O/N
20190613,SHIBOR1M.IR,2.878,1M
20190613,SHIBOR1W.IR,2.583,1W
20190613,SHIBOR1Y.IR,3.22,1Y
20190613,SHIBOR2W.IR,2.44,2W
20190613,SHIBOR3M.IR,2.944,3M
20190613,SHIBOR6M.IR,2.982,6M
20190613,SHIBOR9M.IR,3.119,9M
20190613,SHIBORON.IR,1.924,O/N
20190614,SHIBOR1M.IR,2.898,1M
20190614,SHIBOR1W.IR,2.565,1W
20190614,SHIBOR1Y.IR,3.225,1Y
20190614,SHIBOR2W.IR,2.454,2W
20190614,SHIBOR3M.IR,2.947,3M
20190614,SHIBOR6M.IR,2.986,6M
20190614,SHIBOR9M.IR,3.12,9M
20190614,SHIBORON.IR,1.723,O/N
20190617,SHIBOR1M.IR,2.898,1M
20190617,SHIBOR1W.IR,2.491,1W
20190617,SHIBOR1Y.IR,3.228,1Y
20190617,SHIBOR2W.IR,2.669,2W
20190617,SHIBOR3M.IR,2.947,3M
20190617,SHIBOR6M.IR,2.991,6M
20190617,SHIBOR9M.IR,3.121,9M
20190617,SHIBORON.IR,1.801,O/N
20190618,SHIBOR1M.IR,2.897,1M
20190618,SHIBOR1W.IR,2.399,1W
20190618,SHIBOR1Y.IR,3.231,1Y
20190618,SHIBOR2W.IR,2.722,2W
20190618,SHIBOR3M.IR,2.943,3M
20190618,SHIBOR6M.IR,2.98,6M
20190618,SHIBOR9M.IR,3.122,9M
20190618,SHIBORON.IR,1.601,O/N
20190619,SHIBOR1M.IR,2.891,1M
20190619,SHIBOR1W.IR,2.386,1W
20190619,SHIBOR1Y.IR,3.218,1Y
20190619,SHIBOR2W.IR,2.787,2W
20190619,SHIBOR3M.IR,2.929,3M
20190619,SHIBOR6M.IR,2.967,6M
20190619,SHIBOR9M.IR,3.122,9M
20190619,SHIBORON.IR,1.447,O/N
20190620,SHIBOR1M.IR,2.876,1M
20190620,SHIBOR1W.IR,2.448,1W
20190620,SHIBOR1Y.IR,3.207,1Y
20190620,SHIBOR2W.IR,2.859,2W
20190620,SHIBOR3M.IR,2.911,3M
20190620,SHIBOR6M.IR,2.958,6M
20190620,SHIBOR9M.IR,3.115,9M
20190620,SHIBORON.IR,1.253,O/N
20190621,SHIBOR1M.IR,2.852,1M
20190621,SHIBOR1W.IR,2.416,1W
20190621,SHIBOR1Y.IR,3.19,1Y
20190621,SHIBOR2W.IR,2.807,2W
20190621,SHIBOR3M.IR,2.895,3M
20190621,SHIBOR6M.IR,2.938,6M
20190621,SHIBOR9M.IR,3.112,9M
20190621,SHIBORON.IR,1.112,O/N
20190624,SHIBOR1M.IR,2.805,1M
20190624,SHIBOR1W.IR,2.326,1W
20190624,SHIBOR1Y.IR,3.17,1Y
20190624,SHIBOR2W.IR,2.762,2W
20190624,SHIBOR3M.IR,2.859,3M
20190624,SHIBOR6M.IR,2.906,6M
20190624,SHIBOR9M.IR,3.093,9M
20190624,SHIBORON.IR,1.0,O/N
20190625,SHIBOR1M.IR,2.76,1M
20190625,SHIBOR1W.IR,2.466,1W
20190625,SHIBOR1Y.IR,3.138,1Y
20190625,SHIBOR2W.IR,2.711,2W
20190625,SHIBOR3M.IR,2.809,3M
20190625,SHIBOR6M.IR,2.878,6M
20190625,SHIBOR9M.IR,3.075,9M
20190625,SHIBORON.IR,1.023,O/N
20190626,SHIBOR1M.IR,2.731,1M
20190626,SHIBOR1W.IR,2.417,1W
20190626,SHIBOR1Y.IR,3.112,1Y
20190626,SHIBOR2W.IR,2.626,2W
20190626,SHIBOR3M.IR,2.758,3M
20190626,SHIBOR6M.IR,2.847,6M
20190626,SHIBOR9M.IR,3.059,9M
20190626,SHIBORON.IR,0.991,O/N
20190627,SHIBOR1M.IR,2.703,1M
20190627,SHIBOR1W.IR,2.61,1W
20190627,SHIBOR1Y.IR,3.105,1Y
20190627,SHIBOR2W.IR,2.571,2W
20190627,SHIBOR3M.IR,2.722,3M
20190627,SHIBOR6M.IR,2.824,6M
20190627,SHIBOR9M.IR,3.05,9M
20190627,SHIBORON.IR,0.9615,O/N
20190628,SHIBOR1M.IR,2.684,1M
20190628,SHIBOR1W.IR,2.604,1W
20190628,SHIBOR1Y.IR,3.103,1Y
20190628,SHIBOR2W.IR,2.591,2W
20190628,SHIBOR3M.IR,2.708,3M
20190628,SHIBOR6M.IR,2.803,6M
20190628,SHIBOR9M.IR,3.047,9M
20190628,SHIBORON.IR,1.3705,O/N
20190701,SHIBOR1M.IR,2.603,1M
20190701,SHIBOR1W.IR,2.319,1W
20190701,SHIBOR1Y.IR,3.099,1Y
20190701,SHIBOR2W.IR,2.364,2W
20190701,SHIBOR3M.IR,2.681,3M
20190701,SHIBOR6M.IR,2.779,6M
20190701,SHIBOR9M.IR,3.042,9M
20190701,SHIBORON.IR,1.065,O/N
20190702,SHIBOR1M.IR,2.534,1M
20190702,SHIBOR1W.IR,2.032,1W
20190702,SHIBOR1Y.IR,3.096,1Y
20190702,SHIBOR2W.IR,2.198,2W
20190702,SHIBOR3M.IR,2.657,3M
20190702,SHIBOR6M.IR,2.76,6M
20190702,SHIBOR9M.IR,3.039,9M
20190702,SHIBORON.IR,0.914,O/N
20190703,SHIBOR1M.IR,2.492,1M
20190703,SHIBOR1W.IR,2.145,1W
20190703,SHIBOR1Y.IR,3.096,1Y
20190703,SHIBOR2W.IR,2.095,2W
20190703,SHIBOR3M.IR,2.641,3M
20190703,SHIBOR6M.IR,2.751,6M
20190703,SHIBOR9M.IR,3.036,9M
20190703,SHIBORON.IR,0.877,O/N
20190704,SHIBOR1M.IR,2.465,1M
20190704,SHIBOR1W.IR,2.139,1W
20190704,SHIBOR1Y.IR,3.094,1Y
20190704,SHIBOR2W.IR,2.059,2W
20190704,SHIBOR3M.IR,2.627,3M
20190704,SHIBOR6M.IR,2.733,6M
20190704,SHIBOR9M.IR,3.032,9M
20190704,SHIBORON.IR,0.844,O/N
20190705,SHIBOR1M.IR,2.463,1M
20190705,SHIBOR1W.IR,2.271,1W
20190705,SHIBOR1Y.IR,3.084,1Y
20190705,SHIBOR2W.IR,2.066,2W
20190705,SHIBOR3M.IR,2.606,3M
20190705,SHIBOR6M.IR,2.712,6M
20190705,SHIBOR9M.IR,3.024,9M
20190705,SHIBORON.IR,1.055,O/N
20190708,SHIBOR1M.IR,2.467,1M
20190708,SHIBOR1W.IR,2.449,1W
20190708,SHIBOR1Y.IR,3.086,1Y
20190708,SHIBOR2W.IR,2.108,2W
20190708,SHIBOR3M.IR,2.603,3M
20190708,SHIBOR6M.IR,2.707,6M
20190708,SHIBOR9M.IR,3.022,9M
20190708,SHIBORON.IR,1.445,O/N
20190709,SHIBOR1M.IR,2.484,1M
20190709,SHIBOR1W.IR,2.54,1W
20190709,SHIBOR1Y.IR,3.087,1Y
20190709,SHIBOR2W.IR,2.374,2W
20190709,SHIBOR3M.IR,2.601,3M
20190709,SHIBOR6M.IR,2.702,6M
20190709,SHIBOR9M.IR,3.019,9M
20190709,SHIBORON.IR,1.773,O/N
20190710,SHIBOR1M.IR,2.486,1M
20190710,SHIBOR1W.IR,2.543,1W
20190710,SHIBOR1Y.IR,3.089,1Y
20190710,SHIBOR2W.IR,2.348,2W
20190710,SHIBOR3M.IR,2.6,3M
20190710,SHIBOR6M.IR,2.7,6M
20190710,SHIBOR9M.IR,3.017,9M
20190710,SHIBORON.IR,1.814,O/N
20190711,SHIBOR1M.IR,2.483,1M
20190711,SHIBOR1W.IR,2.497,1W
20190711,SHIBOR1Y.IR,3.088,1Y
20190711,SHIBOR2W.IR,2.32,2W
20190711,SHIBOR3M.IR,2.6,3M
20190711,SHIBOR6M.IR,2.7,6M
20190711,SHIBOR9M.IR,3.015,9M
20190711,SHIBORON.IR,1.998,O/N
20190712,SHIBOR1M.IR,2.487,1M
20190712,SHIBOR1W.IR,2.559,1W
20190712,SHIBOR1Y.IR,3.091,1Y
20190712,SHIBOR2W.IR,2.378,2W
20190712,SHIBOR3M.IR,2.6,3M
20190712,SHIBOR6M.IR,2.7,6M
20190712,SHIBOR9M.IR,3.015,9M
20190712,SHIBORON.IR,2.235,O/N
20190715,SHIBOR1M.IR,2.498,1M
20190715,SHIBOR1W.IR,2.669,1W
20190715,SHIBOR1Y.IR,3.093,1Y
20190715,SHIBOR2W.IR,2.638,2W
20190715,SHIBOR3M.IR,2.6,3M
20190715,SHIBOR6M.IR,2.7,6M
20190715,SHIBOR9M.IR,3.018,9M
20190715,SHIBORON.IR,2.6175,O/N
20190716,SHIBOR1M.IR,2.532,1M
20190716,SHIBOR1W.IR,2.724,1W
20190716,SHIBOR1Y.IR,3.096,1Y
20190716,SHIBOR2W.IR,2.88,2W
20190716,SHIBOR3M.IR,2.609,3M
20190716,SHIBOR6M.IR,2.702,6M
20190716,SHIBOR9M.IR,3.018,9M
20190716,SHIBORON.IR,2.725,O/N
20190717,SHIBOR1M.IR,2.557,1M
20190717,SHIBOR1W.IR,2.734,1W
20190717,SHIBOR1Y.IR,3.099,1Y
20190717,SHIBOR2W.IR,2.894,2W
20190717,SHIBOR3M.IR,2.613,3M
20190717,SHIBOR6M.IR,2.704,6M
20190717,SHIBOR9M.IR,3.018,9M
20190717,SHIBORON.IR,2.711,O/N
20190718,SHIBOR1M.IR,2.577,1M
20190718,SHIBOR1W.IR,2.748,1W
20190718,SHIBOR1Y.IR,3.101,1Y
20190718,SHIBOR2W.IR,2.951,2W
20190718,SHIBOR3M.IR,2.623,3M
20190718,SHIBOR6M.IR,2.704,6M
20190718,SHIBOR9M.IR,3.018,9M
20190718,SHIBORON.IR,2.772,O/N
20190719,SHIBOR1M.IR,2.591,1M
20190719,SHIBOR1W.IR,2.753,1W
20190719,SHIBOR1Y.IR,3.101,1Y
20190719,SHIBOR2W.IR,2.989,2W
20190719,SHIBOR3M.IR,2.631,3M
20190719,SHIBOR6M.IR,2.705,6M
20190719,SHIBOR9M.IR,3.018,9M
20190719,SHIBORON.IR,2.827,O/N
20190722,SHIBOR1M.IR,2.592,1M
20190722,SHIBOR1W.IR,2.692,1W
20190722,SHIBOR1Y.IR,3.1,1Y
20190722,SHIBOR2W.IR,2.885,2W
20190722,SHIBOR3M.IR,2.628,3M
20190722,SHIBOR6M.IR,2.704,6M
20190722,SHIBOR9M.IR,3.018,9M
20190722,SHIBORON.IR,2.6698,O/N
20190723,SHIBOR1M.IR,2.591,1M
20190723,SHIBOR1W.IR,2.634,1W
20190723,SHIBOR1Y.IR,3.097,1Y
20190723,SHIBOR2W.IR,2.765,2W
20190723,SHIBOR3M.IR,2.628,3M
20190723,SHIBOR6M.IR,2.703,6M
20190723,SHIBOR9M.IR,3.017,9M
20190723,SHIBORON.IR,2.562,O/N
20190724,SHIBOR1M.IR,2.59,1M
20190724,SHIBOR1W.IR,2.561,1W
20190724,SHIBOR1Y.IR,3.096,1Y
20190724,SHIBOR2W.IR,2.631,2W
20190724,SHIBOR3M.IR,2.625,3M
20190724,SHIBOR6M.IR,2.703,6M
20190724,SHIBOR9M.IR,3.016,9M
20190724,SHIBORON.IR,2.481,O/N
20190725,SHIBOR1M.IR,2.594,1M
20190725,SHIBOR1W.IR,2.642,1W
20190725,SHIBOR1Y.IR,3.096,1Y
20190725,SHIBOR2W.IR,2.663,2W
20190725,SHIBOR3M.IR,2.625,3M
20190725,SHIBOR6M.IR,2.704,6M
20190725,SHIBOR9M.IR,3.015,9M
20190725,SHIBORON.IR,2.628,O/N
20190726,SHIBOR1M.IR,2.597,1M
20190726,SHIBOR1W.IR,2.647,1W
20190726,SHIBOR1Y.IR,3.096,1Y
20190726,SHIBOR2W.IR,2.688,2W
20190726,SHIBOR3M.IR,2.629,3M
20190726,SHIBOR6M.IR,2.704,6M
20190726,SHIBOR9M.IR,3.016,9M
20190726,SHIBORON.IR,2.636,O/N
20190729,SHIBOR1M.IR,2.6,1M
20190729,SHIBOR1W.IR,2.657,1W
20190729,SHIBOR1Y.IR,3.098,1Y
20190729,SHIBOR2W.IR,2.69,2W
20190729,SHIBOR3M.IR,2.631,3M
20190729,SHIBOR6M.IR,2.706,6M
20190729,SHIBOR9M.IR,3.016,9M
20190729,SHIBORON.IR,2.629,O/N
20190730,SHIBOR1M.IR,2.602,1M
20190730,SHIBOR1W.IR,2.663,1W
20190730,SHIBOR1Y.IR,3.098,1Y
20190730,SHIBOR2W.IR,2.71,2W
20190730,SHIBOR3M.IR,2.636,3M
20190730,SHIBOR6M.IR,2.708,6M
20190730,SHIBOR9M.IR,3.017,9M
20190730,SHIBORON.IR,2.621,O/N
20190731,SHIBOR1M.IR,2.606,1M
20190731,SHIBOR1W.IR,2.673,1W
20190731,SHIBOR1Y.IR,3.098,1Y
20190731,SHIBOR2W.IR,2.704,2W
20190731,SHIBOR3M.IR,2.644,3M
20190731,SHIBOR6M.IR,2.708,6M
20190731,SHIBOR9M.IR,3.017,9M
20190731,SHIBORON.IR,2.642,O/N
20190801,SHIBOR1M.IR,2.6,1M
20190801,SHIBOR1W.IR,2.638,1W
20190801,SHIBOR1Y.IR,3.096,1Y
20190801,SHIBOR2W.IR,2.59,2W
20190801,SHIBOR3M.IR,2.646,3M
20190801,SHIBOR6M.IR,2.708,6M
20190801,SHIBOR9M.IR,3.016,9M
20190801,SHIBORON.IR,2.634,O/N
20190802,SHIBOR1M.IR,2.6,1M
20190802,SHIBOR1W.IR,2.647,1W
20190802,SHIBOR1Y.IR,3.096,1Y
20190802,SHIBOR2W.IR,2.599,2W
20190802,SHIBOR3M.IR,2.649,3M
20190802,SHIBOR6M.IR,2.707,6M
20190802,SHIBOR9M.IR,3.018,9M
20190802,SHIBORON.IR,2.634,O/N
20190805,SHIBOR1M.IR,2.594,1M
20190805,SHIBOR1W.IR,2.619,1W
20190805,SHIBOR1Y.IR,3.094,1Y
20190805,SHIBOR2W.IR,2.517,2W
20190805,SHIBOR3M.IR,2.646,3M
20190805,SHIBOR6M.IR,2.706,6M
20190805,SHIBOR9M.IR,3.015,9M
20190805,SHIBORON.IR,2.544,O/N
20190806,SHIBOR1M.IR,2.584,1M
20190806,SHIBOR1W.IR,2.494,1W
20190806,SHIBOR1Y.IR,3.087,1Y
20190806,SHIBOR2W.IR,2.486,2W
20190806,SHIBOR3M.IR,2.635,3M
20190806,SHIBOR6M.IR,2.703,6M
20190806,SHIBOR9M.IR,3.01,9M
20190806,SHIBORON.IR,2.261,O/N
20190807,SHIBOR1M.IR,2.564,1M
20190807,SHIBOR1W.IR,2.52,1W
20190807,SHIBOR1Y.IR,3.083,1Y
20190807,SHIBOR2W.IR,2.433,2W
20190807,SHIBOR3M.IR,2.623,3M
20190807,SHIBOR6M.IR,2.701,6M
20190807,SHIBOR9M.IR,3.005,9M
20190807,SHIBORON.IR,2.22,O/N
20190808,SHIBOR1M.IR,2.562,1M
20190808,SHIBOR1W.IR,2.578,1W
20190808,SHIBOR1Y.IR,3.0805,1Y
20190808,SHIBOR2W.IR,2.438,2W
20190808,SHIBOR3M.IR,2.618,3M
20190808,SHIBOR6M.IR,2.701,6M
20190808,SHIBOR9M.IR,3.004,9M
20190808,SHIBORON.IR,2.5,O/N
20190809,SHIBOR1M.IR,2.571,1M
20190809,SHIBOR1W.IR,2.644,1W
20190809,SHIBOR1Y.IR,3.0785,1Y
20190809,SHIBOR2W.IR,2.512,2W
20190809,SHIBOR3M.IR,2.618,3M
20190809,SHIBOR6M.IR,2.706,6M
20190809,SHIBOR9M.IR,3.002,9M
20190809,SHIBORON.IR,2.596,O/N
20190812,SHIBOR1M.IR,2.588,1M
20190812,SHIBOR1W.IR,2.656,1W
20190812,SHIBOR1Y.IR,3.0755,1Y
20190812,SHIBOR2W.IR,2.637,2W
20190812,SHIBOR3M.IR,2.625,3M
20190812,SHIBOR6M.IR,2.71,6M
20190812,SHIBOR9M.IR,3.001,9M
20190812,SHIBORON.IR,2.629,O/N
20190813,SHIBOR1M.IR,2.613,1M
20190813,SHIBOR1W.IR,2.703,1W
20190813,SHIBOR1Y.IR,3.0785,1Y
20190813,SHIBOR2W.IR,2.772,2W
